,Name,Image,Price,Link
145,Tarot Moon Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/10398/product/p52705777_TarotMoonRing_V_front.png?1579635469,50,mejuri.com/shop/products/tarot-moon-ring
146,Tarot Strength Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/10404/product/p52705804_TarotStrengthRing_V_front.png?1579636455,50,mejuri.com/shop/products/tarot-strength-ring
147,Tarot Sun Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/10395/product/p52705795_TarotSunRing_V_front.png?1579633691,50,mejuri.com/shop/products/tarot-sun-ring
148,Honey Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/10022/product/p52704016_HoneyRing_YG_front-v2.png?1574714788,50,mejuri.com/shop/products/honey-ring
149,Mini Signet Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9580/product/p052726_Mini_Signet_Ring_YG_Front.png?1574535425,170,mejuri.com/shop/products/mini-signet-ring
150,Mini Square Signet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10069/product/squaresignet-gold-MINI-side.png?1574809841,215,mejuri.com/shop/products/mini-square-signet
151,Yin Yang Pinky Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9495/product/p52708431_YinYangPinkyRing_YG_front.png?1574471404,345,mejuri.com/shop/products/yin-yang-pinky-ring
152,Honey Mini Signet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10031/product/p52704666_Honey_Signet_YG_Front.png?1574715889,50,mejuri.com/shop/products/honey-signet
153,Star Signet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10033/product/p52505353_StarSignetRing_YG_front-v2.png?1574716077,60,mejuri.com/shop/products/star-signet
154,Thin Dôme Pinky Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9967/product/thin-dome-pinky-ring-side-cc.png?1574698862,290,mejuri.com/shop/products/thin-dome-pinky-ring
155,Dôme Pinky Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9985/product/dome-pinky-ring-side-cc.png?1574699879,60,mejuri.com/shop/products/dome-pinky-ring
156,Thin Croissant Dôme Pinky Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9956/product/Croissant_14k_Pinky_Ring-Side.png?1574698493,300,mejuri.com/shop/products/thin-croissant-dome-pinky-ring
157,Croissant Dôme Pinky Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/8543/product/Croissant_Vermeil_Pinky_Ring-Side.png?1563477855,65,mejuri.com/shop/products/croissant-dome-pinky-ring
158,Bold Chain Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9568/product/p52506188_BoldChainRing_YG_top.png?1574534512,215,mejuri.com/shop/products/bold-chain-ring
159,Thin Chain Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9569/product/p52506194_ThinChainRing_YG_top.png?1574534554,150,mejuri.com/shop/products/thin-chain-ring
160,Triple Beaded Chain Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/10042/product/TripleBeadedChainRing__YG_Over-v2.png?1574717173,125,mejuri.com/shop/products/triple-beaded-chain-ring
161,Diamonds Pavé Star Chain Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/8098/product/white-diamond-star-Chain-ring-cc.png?1559679240,160,mejuri.com/shop/products/diamonds-pave-star-chain-ring
162,Aries Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9598/product/p52505467_ZodiacRingAries_YG_angle.png?1574537245,70,mejuri.com/shop/products/zodiac-ring-aries
163,Taurus Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9616/product/p52505515_ZodiacRingTaurus_YG_angle.png?1574538563,70,mejuri.com/shop/products/zodiac-ring-taurus
164,Gemini Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9604/product/p52505527_ZodiacRingGemini_YG_angle.png?1574537879,70,mejuri.com/shop/products/zodiac-ring-gemini
165,Cancer Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9599/product/p52505473_ZodiacRingCancer_YG_front.png?1574537309,70,mejuri.com/shop/products/zodiac-ring-cancer
166,Leo Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9605/product/p52505485_ZodiacRingLeo_YG_front.png?1574537934,70,mejuri.com/shop/products/zodiac-ring-leo
167,Virgo Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9618/product/p52505521_ZodiacRingVirgo_YG_front.png?1574538740,70,mejuri.com/shop/products/zodiac-ring-virgo
168,Libra Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9608/product/p52505491_ZodiacRingLibra_YG_angle.png?1574538036,70,mejuri.com/shop/products/zodiac-ring-libra
169,Scorpio Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9614/product/p52505509_ZodiacRingScorpio_YG_front.png?1574538468,70,mejuri.com/shop/products/zodiac-ring-scorpio
170,Sagittarius Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9611/product/p52505503_ZodiacRingSagitarius_YG_angle.png?1574538383,70,mejuri.com/shop/products/zodiac-ring-sagittarius
171,Capricorn Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9601/product/p52505479_ZodiacRingCapricorn_YG_front.png?1574537359,70,mejuri.com/shop/products/zodiac-ring-capricorn
172,Aquarius Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9595/product/p52505459_ZodiacRingAquarius_YG_angle.png?1574537084,70,mejuri.com/shop/products/zodiac-ring-aquarius
173,Pisces Ring,https://dto508s2j2p46.cloudfront.net/system/spree/products/9609/product/p52505497_ZodiacRingPisces_YG_front.png?1574538286,70,mejuri.com/shop/products/zodiac-ring-pisces
174,Essential Cuff,https://dto508s2j2p46.cloudfront.net/system/spree/products/9891/product/p52705354_Essential_Cuff_YG_angle.png?1574629105,65,mejuri.com/shop/products/essential-cuff
175,Sleek Cuff,https://dto508s2j2p46.cloudfront.net/system/spree/products/9883/product/p52505426_Sleek_Cuff_YG_Angle.png?1574628792,35,mejuri.com/shop/products/sleek-cuff
176,Beaded Cuff,https://dto508s2j2p46.cloudfront.net/system/spree/products/9885/product/p52505430_Beaded_Cuff_YG_Angle.png?1574628857,35,mejuri.com/shop/products/beaded-cuff
177,Boyfriend Cuff,https://dto508s2j2p46.cloudfront.net/system/spree/products/10010/product/boyfriend-cuff-cc.png?1574709966,35,mejuri.com/shop/products/boyfriend-cuff
178,Feature Cuff,https://dto508s2j2p46.cloudfront.net/system/spree/products/9899/product/p52704677_Feature_Cuff_YG_Angle.png?1574629383,45,mejuri.com/shop/products/feature-cuff
179,Dôme Cuff,https://dto508s2j2p46.cloudfront.net/system/spree/products/9996/product/Dome_Cuff_Side.png?1574701365,40,mejuri.com/shop/products/dome-cuff
180,Croissant Dôme Cuff,https://dto508s2j2p46.cloudfront.net/system/spree/products/9979/product/Croissant_Cuff_Side.png?1574699291,40,mejuri.com/shop/products/croissant-dome-cuff
181,Diamond Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7930/product/p000490_Diamond_Necklace_YG_FRONT.png?1574717954,285,mejuri.com/shop/products/diamond-necklace-1
182,Diamonds Line Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7933/product/diamonds-line-necklace-cc.png?1559659138,285,mejuri.com/shop/products/diamonds-line-necklace
183,Flower Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9655/product/p52506317_FlowerNecklace_YG_Front-VERSION2.png?1574703155,295,mejuri.com/shop/products/flower-necklace
184,Diamonds Station Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7936/product/diamonds-station-necklace-cc.png?1559659267,295,mejuri.com/shop/products/diamond-station-necklace
185,Duo Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9640/product/p52505438_Duo_Necklace_YG_Front.png?1574547948,270,mejuri.com/shop/products/duo-necklace
186,360 Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9253/product/360_Necklace_14k_front.png?1572278824,185,mejuri.com/shop/products/360-necklace
187,Nova Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7970/product/nova-necklace-cc.png?1559662478,170,mejuri.com/shop/products/nova-necklace
188,Engravable Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7948/product/p052442_Engravable_Necklace_YG_FRONT.png?1574718049,260,mejuri.com/shop/products/engravable-necklace
189,Horizontal Engravable Bar Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7952/product/p52506097_Horizontal_Engravable_Bar_Necklace_YG_Front.png?1574804972,270,mejuri.com/shop/products/horizontal-engravable-bar-necklace
190,Engravable Tag Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7465/product/Dog_Tag_Pendant_Front.png?1555522997,230,mejuri.com/shop/products/engravable-tag-necklace
191,Hue Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7959/product/hue-necklace-white-topaz-cc.png?1559661449,185,mejuri.com/shop/products/hue-necklace-white-topaz
192,White Sapphire Trio Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/10450/product/p52705848_GemstoneNecklace3WhiteCluster_YG_front.png?1580415500,270,mejuri.com/shop/products/white-sapphire-trio-necklace
193,Blue Topaz Trio Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/10447/product/p52705847_GemstoneNecklace2BlueCluster_YG_front.png?1580414981,250,mejuri.com/shop/products/blue-topaz-trio-necklace
194,Tourmaline Trio Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/10445/product/p52705846_GemstoneNecklace1GreenCluster_YG_front.png?1580413116,250,mejuri.com/shop/products/tourmaline-trio-necklace
195,January Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9725/product/p52505886_Birthstone_January_Necklace_YG_Front.png?1574552202,225,mejuri.com/shop/products/january-necklace
196,Single Sphere Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9689/product/p52705121_Single_Sphere_Necklace_YG_Front.png?1574550125,155,mejuri.com/shop/products/single-sphere-necklace
197,Bold Spheres Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7509/product/6_Sphere_Necklace_Front-6.png?1556894911,170,mejuri.com/shop/products/bold-spheres-necklace
198,Organic Pearl Bead Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/8687/product/2019-08-26-Organic_Pearl-Product-Pearl_Necklace-Front.png?1566237708,160,mejuri.com/shop/products/organic-pearl-bead-necklace
199,Malachite Green Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9248/product/Greenmalachite_Necklace_14k_front.png?1572012844,235,mejuri.com/shop/products/malachite-green-necklace
200,Satellite Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/8308/product/satellite-necklace-cc.png?1560890625,70,mejuri.com/shop/products/satellite-necklace-white-sapphire
201,Sapphire Choker,https://dto508s2j2p46.cloudfront.net/system/spree/products/8303/product/Sapphire_Choker_-_Front.png?1574713646,55,mejuri.com/shop/products/sapphire-choker
202,Lotus Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/8291/product/p052454_Lotus_Necklace_YG_FRONT.png?1574718010,80,mejuri.com/shop/products/lotus-necklace
203,Layered Moon Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9647/product/p52706186_LayeredMoonNecklace_YG_Front.png?1574548201,65,mejuri.com/shop/products/layered-moon-necklace
204,Layered Spheres Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7784/product/Layered_Spheres_-_Front.png?1559148077,65,mejuri.com/shop/products/layered-spheres-necklace
205,Crescent Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9710/product/p52705126_Crescent_Necklace_YG_Front.png?1574551484,70,mejuri.com/shop/products/crescent-necklace
206,Sliding Spheres Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/10567/product/p52705836_SlidingSphereNecklace_V_asymmetrical.png?1581116306,80,mejuri.com/shop/products/sliding-spheres-necklace
207,Lariat Slide Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7549/product/p52705127_Lariat_Slide_Necklace_YG_FRONT.png?1574718533,60,mejuri.com/shop/products/lariat-slide-necklace
208,Trillion Cut Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/8326/product/p52704304_Trillion_Cut_Necklace_YG_FRONT.png?1574717776,60,mejuri.com/shop/products/trillion-cut-necklace
209,Honey Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9987/product/honey-necklace-cc.png?1574700232,65,mejuri.com/shop/products/honey-necklace
210,Tarot Star Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9622/product/p52704292_Star_Necklace_YG_FRONT.png?1574547159,80,mejuri.com/shop/products/star-necklace-tarot
211,Tarot Sun Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9626/product/p52704293_Sun_Necklace_YG_FRONT.png?1574547405,80,mejuri.com/shop/products/sun-necklace
212,Tarot Moon Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9643/product/p52704294_Moon_Necklace_YG_FRONT.png?1574548078,80,mejuri.com/shop/products/moon-necklace
213,Tarot Strength Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9666/product/p52704295_Strength_Necklace_YG_FRONT.png?1574549093,80,mejuri.com/shop/products/strength-necklace
214,Iris Medallion,https://dto508s2j2p46.cloudfront.net/system/spree/products/9675/product/p52705067_Iris_Medallion_YG_FRONT.png?1574549590,60,mejuri.com/shop/products/iris-medallion
215,Organic Metal Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/10343/product/p52705775_OrganicMetalNecklace_V_front.png?1578917190,65,mejuri.com/shop/products/organic-metal-necklace
216,Oval Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9986/product/oval-necklace-cc.png?1574699956,60,mejuri.com/shop/products/oval-necklace
217,Locket Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/8336/product/p52506124_Locket_Necklace_YG_Front.png?1574804879,100,mejuri.com/shop/products/locket-necklace
218,Twin Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9652/product/p52506096_Twin_Necklace_YG_Front.png?1574548385,60,mejuri.com/shop/products/twin-necklace
219,Boyfriend Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9664/product/p52505556_Boyfriend_Necklace_YG_FRONT.png?1574549027,70,mejuri.com/shop/products/boyfriend-necklace
220,Organic Pearl Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9673/product/p52704936_Organic_Pearl_Necklace_YG_FRONT.png?1574549439,75,mejuri.com/shop/products/organic-pearl-necklace
221,Dot Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9670/product/p52508182_Dot_Necklace_YG_Front.png?1574549353,55,mejuri.com/shop/products/dot-necklace
222,Floating Sapphire Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9382/product/Dainty_Cluster_Necklace_Necklace_V_Front.png?1573586617,85,mejuri.com/shop/products/floating-sapphire-necklace
223,Cauri Shell Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9697/product/p52705200_Cauri_Shell_Necklace_YG_Front-VERSION_2.png?1574711272,70,mejuri.com/shop/products/cauri-shell-necklace
224,Striped Shell Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9703/product/p52705212_Striped_Shell_Necklace_YG_FRONT.png?1574551060,65,mejuri.com/shop/products/striped-shell-necklace
225,Large Striped Shell Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9700/product/p52705268_Large_Striped_Shell_Necklace_V_FRONT.png?1574550908,90,mejuri.com/shop/products/large-striped-shell-necklace
226,Chain Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7920/product/p5250421_Chain_Necklace_YG_FRONT.png?1574717988,150,mejuri.com/shop/products/chain-necklace
227,Spheres Choker,https://dto508s2j2p46.cloudfront.net/system/spree/products/7991/product/spheres-choker-cc.png?1559666207,255,mejuri.com/shop/products/spheres-choker
228,Boyfriend Bold Chain,https://dto508s2j2p46.cloudfront.net/system/spree/products/7918/product/boyfriend-bold-chain-cc.png?1559657495,250,mejuri.com/shop/products/boyfriend-bold-necklace-2
229,Herringbone Chain Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/10079/product/p52705618_FlatHerringboneNecklace_YG_FRONT.png?1575066070,395,mejuri.com/shop/products/herringbone-chain-necklace
230,Curb Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/7923/product/curb-necklace-cc.png?1559657652,290,mejuri.com/shop/products/curb-necklace
231,Triple Beaded Chain Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/8501/product/Triple_Beaded_Chain_Necklace-side.png?1562786404,325,mejuri.com/shop/products/triple-beaded-chain-necklace
232,Layered Spheres Choker,https://dto508s2j2p46.cloudfront.net/system/spree/products/8285/product/layered-spheres-choker-cc.png?1560881980,75,mejuri.com/shop/products/layered-spheres-choker
233,Double Curb Chain Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/10083/product/p52705617_WiderDoubleCurbNecklace_V_FRONT.png?1575066180,95,mejuri.com/shop/products/double-curb-chain-necklace
234,Bold Link Chain Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/10088/product/p52705610_WiderBoyfriendNecklace_V_FRONT.png?1575067303,90,mejuri.com/shop/products/bold-link-chain-necklace
235,Flat Chain,https://dto508s2j2p46.cloudfront.net/system/spree/products/8272/product/p52505577_Flat_Chain_YG_Front.png?1574805071,70,mejuri.com/shop/products/flat-chain
236,Chain Extender,https://dto508s2j2p46.cloudfront.net/system/spree/products/7951/product/Gold-Chain-Extender-cc.png?1559660542,40,mejuri.com/shop/products/chain-extension
237,Chain Extender Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8484/product/chain_extender-updated_vermeil.png?1562681531,10,mejuri.com/shop/products/chain-extension-vermeil
238,Aries Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8356/product/zodiac-necklace-aries-cc.png?1560974814,80,mejuri.com/shop/products/zodiac-necklace-aries
239,Taurus Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8410/product/zodiac-necklace-taurus-cc.png?1560979673,80,mejuri.com/shop/products/zodiac-necklace-taurus
240,Gemini Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8372/product/zodiac-necklace-gemini-cc.png?1560975337,80,mejuri.com/shop/products/zodiac-necklace-gemini
241,Cancer Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8363/product/zodiac-necklace-cancer-cc.png?1560975032,80,mejuri.com/shop/products/zodiac-necklace-cancer
242,Leo Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8378/product/zodiac-necklace-leo-cc.png?1560976354,80,mejuri.com/shop/products/zodiac-necklace-leo
243,Virgo Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8415/product/zodiac-necklace-virgo-cc.png?1560979842,80,mejuri.com/shop/products/zodiac-necklace-virgo
244,Libra Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8421/product/zodiac-necklace-libra-cc.png?1561477207,80,mejuri.com/shop/products/zodiac-necklace-libra
245,Scorpio Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8403/product/zodiac-necklace-scorpio-cc.png?1560978630,80,mejuri.com/shop/products/zodiac-necklace-scorpio
246,Sagittarius Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8397/product/zodiac-necklace-sagittarius-cc.png?1560978285,80,mejuri.com/shop/products/zodiac-necklace-sagittarius
247,Capricorn Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8370/product/zodiac-necklace-capricorn-cc.png?1560975275,80,mejuri.com/shop/products/zodiac-necklace-capricorn
248,Aquarius Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8333/product/zodiac-necklace-aquarius-cc.png?1560893855,80,mejuri.com/shop/products/zodiac-necklace-aquarius
249,Pisces Necklace Vermeil,https://dto508s2j2p46.cloudfront.net/system/spree/products/8390/product/zodiac-necklace-pisces-cc.png?1560977717,80,mejuri.com/shop/products/zodiac-necklace-pisces
250,Aries Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9753/product/p52705365_Zodiac_Aries_Necklace_YG_FRONT.png?1574583601,350,mejuri.com/shop/products/aries-necklace
251,Taurus Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/8867/product/Taurus-Necklace-Front-v2.png?1568389031,350,mejuri.com/shop/products/taurus-necklace
252,Gemini Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9759/product/p52705367_Zodiac_Gemini_Necklace_YG_FRONT.png?1574583905,350,mejuri.com/shop/products/gemini-necklace
253,Cancer Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/8850/product/Cancer-Necklace-Front-v2.png?1568388840,350,mejuri.com/shop/products/cancer-necklace
254,Leo Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9762/product/p52705369_Zodiac_Leo_Necklace_YG_FRONT.png?1574584107,350,mejuri.com/shop/products/leo-necklace
255,Virgo Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9765/product/p52705370_Zodiac_Virgo_Necklace_YG_FRONT.png?1574584301,350,mejuri.com/shop/products/virgo-necklace
256,Libra Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/8859/product/Libra-Necklace-Front-v2.png?1568388932,350,mejuri.com/shop/products/libra-necklace
257,Scorpio Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/8865/product/Scorpio-Necklace-Front-v2.png?1568405758,350,mejuri.com/shop/products/scorpio-necklace
258,Sagittarius Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9768/product/p52705373_Zodiac_Sagittarius_Necklace_YG_FRONT.png?1574584410,350,mejuri.com/shop/products/sagittarius-necklace
259,Capricorn Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9756/product/p52705374_Zodiac_Capricorn_Necklace_YG_FRONT.png?1574583790,350,mejuri.com/shop/products/capricorn-necklace
260,Aquarius Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9749/product/p52705375_Zodiac_Aquarius_Necklace_YG_FRONT.png?1574553676,350,mejuri.com/shop/products/aquarius-necklace
261,Pisces Necklace,https://dto508s2j2p46.cloudfront.net/system/spree/products/9771/product/p52705376_Zodiac_Pisces_Necklace_YG_FRONT.png?1574584527,350,mejuri.com/shop/products/pisces-necklace
262,January Charm,https://dto508s2j2p46.cloudfront.net/system/spree/products/4570/product/Mejuri_Birthstone_Garnet_charm2.png?1524074854,75,mejuri.com/shop/products/january-charm
263,Sapphire Evil Eye Charm,https://dto508s2j2p46.cloudfront.net/system/spree/products/7780/product/sapphire-evil-eye-charm-cc.png?1559147153,70,mejuri.com/shop/products/evil-eye-charm-white-sapphire
264,Heart Charm,https://dto508s2j2p46.cloudfront.net/system/spree/products/7771/product/heart-charm-cc.png?1559146003,70,mejuri.com/shop/products/heart-charm-1
265,Hamsa Charm,https://dto508s2j2p46.cloudfront.net/system/spree/products/7770/product/hamsa-charm-cc.png?1559145962,75,mejuri.com/shop/products/hamsa-charm
266,Letter Charm,https://dto508s2j2p46.cloudfront.net/system/spree/products/7775/product/letter-charm-cc.png?1559146163,65,mejuri.com/shop/products/letter-charm
267,Engravable Charm,https://dto508s2j2p46.cloudfront.net/system/spree/products/7717/product/p052680_Engravable_Charm_YG_engraving_angle.png?1580762926,90,mejuri.com/shop/products/engravable-pendant
268,Engravable Bar Charm,https://dto508s2j2p46.cloudfront.net/system/spree/products/7714/product/p52505323_EngravableBarCharm_YG_engraving.png?1580763297,100,mejuri.com/shop/products/engravable-bar-charm
269,Chain Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9783/product/p52705124_Chain_Bracelet_YG_TOP.png?1574585118,80,mejuri.com/shop/products/chain-bracelet
270,Spheres Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9775/product/p052487_Spheres_Bracelet__YG_TOP.png?1574584733,130,mejuri.com/shop/products/spheres-bracelet
271,Bold Spheres Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10036/product/p52506128_Bold_Spheres_Bracelet_YG_TOP-v2.png?1574716889,295,mejuri.com/shop/products/bold-spheres-bracelet
272,Boyfriend Bold Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10037/product/p52506270_BoyfriendBoldBracelet_V2.png?1574716914,140,mejuri.com/shop/products/boyfriend-bold-bracelet
273,Herringbone Chain Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10078/product/p52705614_FlatHerringboneBracelet_YG.png?1575066030,245,mejuri.com/shop/products/herringbone-chain-bracelet
274,Curb Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9786/product/p52506307_Curb_Bracelet_YG_TOP.png?1574585275,215,mejuri.com/shop/products/curb-bracelet
275,Curb ID Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9785/product/p52705150_Curb_ID_bracelet_YG_TOP.png?1574585216,240,mejuri.com/shop/products/curb-id-bracelet
276,Triple Beaded Chain Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9784/product/p52705320_Triple_Beaded_Chain_Bracelet_YG_TOP.png?1574585165,250,mejuri.com/shop/products/triple-beaded-chain-bracelet
277,Engravable Bar Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9778/product/p52505322_Engravable_Bar_Bracelet_YG_TOP.png?1574584869,190,mejuri.com/shop/products/engravable-bar-bracelet
278,Solo Diamond Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9787/product/p52506268_Solo_Diamond_Bracelet_YG_TOP.png?1574585311,195,mejuri.com/shop/products/solo-diamond-bracelet
279,Mini Lotus Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/7705/product/mini-lotus-bracelet-cc_v2.png?1558535130,170,mejuri.com/shop/products/mini-lotus-bracelet
280,360 Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9256/product/360_bracelet_14k.png?1572278884,145,mejuri.com/shop/products/360-bracelet
281,Blue Topaz Trio Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10441/product/p52705851_GemstoneBracelet2BlueCluster_YG.png?1580244993,180,mejuri.com/shop/products/blue-topaz-trio-bracelet
282,White Sapphire Trio Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10443/product/p52705853_GemstoneBracelet3WhiteCluster_YG.png?1580410741,200,mejuri.com/shop/products/white-sapphire-trio-bracelet
283,Tourmaline Trio Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/10442/product/p52705849_GemstoneBracelet1GreenCluster_YG.png?1580400586,180,mejuri.com/shop/products/tourmaline-trio-bracelet
284,Thin Bangle,https://dto508s2j2p46.cloudfront.net/system/spree/products/9281/product/Thin_Bangle-Relaunch-Closed?1572616727,325,mejuri.com/shop/products/thin-bangle
285,Bold Bangle,https://dto508s2j2p46.cloudfront.net/system/spree/products/9390/product/Bold_Bangle-Relaunch-Closed?1574175788,485,mejuri.com/shop/products/bold-bangle
286,Dôme Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9797/product/Dome_Bracelet-Front.png?1574699059,95,mejuri.com/shop/products/dome-bracelet
287,Croissant Dôme Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9791/product/Croissant_Vermeil_Bangle-Front.png?1574698854,105,mejuri.com/shop/products/croissant-dome-bracelet
288,Lotus Bracelet,https://dto508s2j2p46.cloudfront.net/system/spree/products/9774/product/p052455_Lotus_Bracelet__YG_TOP_OVERALL.png?1574584667,70,mejuri.com/shop/products/lotus-bracelet
